Date	d00xm	d00xf	d00xs	d01xm	d01xf	d01xs	d02xm	d02xf	d02xs	d03xm	d03xf	d03xs	d04xm	d04xf	d04xs	d05xm	d05xf	d05xs	d06xm	d06xf	d06xs	d07xm	d07xf	d07xs	d08xm	d08xf	d08xs	d09xm	d09xf	d09xs	d10xm	d10xf	d10xs	sm	sf	ss	avgage	h	sstt	sschk
2020-10-14	0	0	0	0	0	0	0	1	1	8	2	10	13	6	19	40	10	50	118	60	178	173	156	329	156	177	333	27	73	100	2	1	3	537	486	1023	76.3	0	1092	1092
2020-10-15	0	0	0	0	0	0	0	1	1	8	2	10	13	6	19	40	10	50	124	66	190	178	158	336	157	185	342	28	73	101	2	1	3	550	502	1052	76.2	0	1092	1092
2020-10-16	0	0	0	0	0	0	1	1	2	8	2	10	13	6	19	40	10	50	129	71	200	179	165	344	162	193	355	28	74	102	2	1	3	562	523	1085	76.2	0	1092	1092
2020-10-17	0	0	0	0	0	0	1	1	2	8	2	10	13	6	19	40	11	51	130	72	202	183	169	352	166	199	365	30	75	105	2	1	3	573	536	1109	76.3	0	1092	1092
2020-10-18	0	0	0	0	0	0	1	1	2	8	2	10	13	6	19	43	11	54	137	72	209	190	171	361	174	204	378	30	76	106	2	1	3	598	544	1142	76.3	0	1092	1092
2020-10-19	0	0	0	0	0	0	1	1	2	9	2	11	13	7	20	43	11	54	141	74	215	196	173	369	179	208	387	32	80	112	2	1	3	616	557	1173	76.3	0	1092	1092
2020-10-20	0	0	0	0	0	0	1	1	2	9	2	11	13	8	21	44	12	56	144	75	219	203	177	380	189	215	404	33	82	115	2	1	3	638	573	1211	76.3	0	1092	1092
2020-10-21	0	0	0	0	0	0	1	1	2	9	2	11	14	8	22	45	13	58	149	77	226	210	184	394	200	223	423	36	84	120	2	1	3	666	593	1259	76.4	0	1092	1092
2020-10-22	0	0	0	0	0	0	1	1	2	9	2	11	14	8	22	46	14	60	158	77	235	216	189	405	206	233	439	36	92	128	2	1	3	688	617	1305	76.5	0	1092	1092
2020-10-23	0	0	0	0	0	0	1	1	2	10	2	12	15	8	23	46	15	61	165	78	243	222	196	418	214	243	457	37	96	133	2	1	3	712	640	1352	76.5	0	1092	1092
2020-10-24	0	0	0	0	0	0	1	1	2	10	2	12	15	9	24	47	15	62	168	80	248	229	203	432	218	253	471	37	99	136	2	1	3	727	663	1390	76.5	0	1092	1092
2020-10-25	0	0	0	0	0	0	1	1	2	10	3	13	16	10	26	49	15	64	173	83	256	235	206	441	223	259	482	37	101	138	2	1	3	746	679	1425	76.4	0	1092	1092
2020-10-26	0	0	0	0	0	0	1	1	2	10	3	13	16	11	27	51	15	66	177	87	264	242	214	456	229	269	498	38	105	143	2	1	3	766	706	1472	76.4	0	1092	1092
2020-10-27	0	0	0	0	0	0	1	1	2	10	3	13	17	11	28	51	16	67	189	91	280	249	219	468	239	287	526	38	110	148	2	1	3	796	739	1535	76.4	0	1092	1092
2020-10-28	0	0	0	0	0	0	1	1	2	11	3	14	18	11	29	51	16	67	196	94	290	257	226	483	245	292	537	41	112	153	2	1	3	822	756	1578	76.4	0	1092	1092
2020-10-29	0	0	0	0	0	0	1	1	2	11	4	15	20	11	31	52	17	69	204	97	301	265	238	503	250	300	550	42	118	160	2	1	3	847	787	1634	76.4	0	1092	1092
2020-10-30	0	0	0	0	0	0	1	1	2	13	4	17	21	12	33	55	19	74	216	98	314	281	244	525	259	307	566	44	121	165	2	1	3	892	807	1699	76.4	0	1092	1092
2020-10-31	0	0	0	0	0	0	1	1	2	14	4	18	21	12	33	57	21	78	222	103	325	288	250	538	270	313	583	46	124	170	2	1	3	921	829	1750	76.2	0	1092	1092
2020-11-01	0	0	0	0	0	0	1	1	2	14	4	18	21	12	33	62	23	85	231	107	338	303	254	557	280	323	606	47	130	177	2	1	3	961	858	1819	76.2	0	1092	1092
2020-11-02	0	0	0	0	0	0	2	1	3	14	4	18	23	14	37	65	26	91	235	110	345	311	263	574	292	341	633	50	135	185	2	1	3	994	895	1889	76.2	0	1092	1092
2020-11-03	0	0	0	0	0	0	2	1	3	14	4	18	23	14	37	66	27	93	244	117	361	325	271	596	303	366	669	52	140	192	3	1	4	1032	941	1973	76.3	0	1092	1092
2020-11-04	0	0	0	0	0	0	3	1	4	14	5	19	24	14	38	72	31	103	254	123	377	336	284	620	315	385	700	54	144	198	3	1	4	1075	988	2063	76.3	0	1092	1092
2020-11-05	0	0	0	0	0	0	3	1	4	14	5	19	25	16	41	74	31	105	268	128	396	347	294	641	331	402	733	55	149	204	3	1	4	1120	1027	2147	76.3	0	1092	1092
2020-11-06	0	0	0	0	0	0	3	1	4	14	5	19	28	17	45	78	32	110	281	135	416	358	313	671	345	425	770	57	154	211	3	1	4	1167	1083	2250	76.3	0	1092	1092
2020-11-07	0	0	0	0	0	0	3	1	4	14	6	20	30	18	48	84	32	116	293	138	431	377	334	711	356	445	801	62	160	222	3	1	4	1222	1135	2357	76.3	0	1092	1092
2020-11-08	0	0	0	0	0	0	3	1	4	15	7	22	31	18	49	87	33	120	300	142	442	390	343	733	370	465	835	67	162	229	3	1	4	1266	1172	2438	76.3	0	1092	1092
2020-11-09	0	0	0	0	0	0	3	1	4	15	8	23	31	18	49	91	35	126	304	145	449	398	353	751	377	478	855	68	164	232	3	1	4	1290	1203	2490	76.3	0	1092	1092
2020-11-10	0	0	0	0	0	0	3	1	4	16	8	24	34	18	52	94	36	130	322	149	471	413	365	778	391	499	890	71	171	242	3	1	4	1347	1248	2595	76.3	0	1092	1092
2020-11-11	0	0	0	0	0	0	3	1	4	16	9	25	37	18	55	97	36	133	325	153	478	435	387	822	401	515	916	74	185	259	3	1	4	1391	1305	2696	76.2	0	1092	1092
2020-11-12	0	0	0	0	0	0	4	1	5	16	9	25	37	19	56	102	37	139	340	158	498	453	399	852	418	525	943	74	188	262	3	1	4	1447	1337	2784	76.1	0	1092	1092
